objectid,title,date,format,arastirmaci,eser_adi,sayfa_no,padisah_donemi,muellif_adi,muellif_olum_tarihi,mustensih_adi,telif_tarih_hicri,telif_basim,telif_tarih_miladi,istinsah_tarihi,eser_dili,eser_alt_turu,yazin_turu,yazi_turu,baglanti_turu,baglantili_eser_adi,baglantili_eser_yazari,baglantili_eser_tarihi,baglantili_eser_dili,cilt_sayisi,yazildigi_yer,kutupane_koleksiyon,alt_koleksiyon_numara,su_anda_kutupane,latitude,longitude,ulke,sehir,takdim_hediye,tarihsel_kapsam,tematik_kapsam,notlar,arastirmaci_notu
babinger_0055,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,,,,,,,,Paris Milli Kütüphanesi,Supplem. 1120,,48.8339332273818,2.37579298412067,Fransa,Paris,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,
babinger_0056,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,,,,,,,,Petersburg Umumi Kütüphanesi,Nu. 269,,59.9334029974936,30.3352102785678,Rusya,St. Petersburg,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,
babinger_0057,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,,,,,,,,Ayasofya,Nu. 2990,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,
babinger_0058,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,,,,,,,,Nuruosmaniye Kütüphanesi,Nu. 3059,Nuruosmaniye,41.0102587667774,28.9706631927802,Türkiye,İstanbul,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,
babinger_0059,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,,,,,,,,Beyazıt Devlet Kütüphanesi,Nu. 2342,Beyazıt,41.0112288381767,28.9655158313884,Türkiye,İstanbul,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,
babinger_0060,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,,,,,,,,Petersburg Umumi Kütüphanesi,Nu. 4902,,59.9334029974936,30.3352102785678,Rusya,St. Petersburg,,,Mücmel dünya tarihidir. 13 bölümden oluşan eseri 8.bölümünde Fatih Sultan Mehmed'in tahta çıkmasına kadar olan Osmanlı tarihinden bahsedilmektedir.,Günümüzde kaybolmuş durumda olan coğrafi eserlerden de bahsettiği için coğrafya bakımından da değerli olduğu kabul edilmektedir.,
babinger_0061,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,Farsça,,,,Çeviri,,Fârisî (Mustafa),937 (1530),Osmanlı Türkçesi,,,Berlin Devlet Kütüphanesi,or. 2° 3349,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0062,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,Çeviri,,Fârisî (Mustafa),938 (1530),Osmanlı Türkçesi,,,Paris Milli Kütüphanesi,Schefer Nu. 1031,,48.8339332273818,2.37579298412067,Fransa,Paris,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0063,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,Çeviri,,Fârisî (Mustafa),939 (1530),Osmanlı Türkçesi,,,İstanbul Üniversitesi Kütüphanesi,Nu. 881,İstanbul Üniversitesi,41.0127181146775,28.9618372687258,Türkiye,İstanbul,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0064,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,Çeviri,,Fârisî (Mustafa),940 (1530),Osmanlı Türkçesi,,,Es’ad Efendi,Nu. 2213,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0065,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,Çeviri,,Fârisî (Mustafa),941 (1530),Osmanlı Türkçesi,,,Beyazıt Devlet Kütüphanesi,Nu. 2343,Beyazıt,41.0112288381767,28.9655158313884,Türkiye,İstanbul,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0066,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,Çeviri,,Fârisî (Mustafa),942 (1530),Osmanlı Türkçesi,,,Mehmediyye,Nu. 4202/3,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0067,Şükrullâh b. Şıhabeddîn Ahmed,1457,record,Ahmed Said Sözen,Behçetül-tevârîh,20-22,,Şükrullâh b. Şıhabeddîn Ahmed,1488,,861,861 (1457),1457,,,,,,Çeviri,,Fârisî (Mustafa),943 (1530),Osmanlı Türkçesi,,,Kahire TK,233,,30.06721968343,31.2271369904274,Mısır,Kahire,,,Bir dünya tarihi olan ve içinde Osmanlı'nın erken tarihine ilişkin bilgiler de içeren Behçetü’t-Tevârîh'in Türkçe tercümesi,,
babinger_0068,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,839 (1435),1435,,Arapça,,,,,,,,,,,Gotha Kütüphanesi,ar. yazl. 1840/42,,50.9478847109003,10.7093788460301,Almanya,Gotha,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0069,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,840 (1435),1435,,Arapça,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 9731,,52.5077560047923,13.3708612239915,Almanya,Berlin,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0070,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,841 (1435),1435,,Arapça,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 9732,,52.5077560047923,13.3708612239915,Almanya,Berlin,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0071,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,842 (1435),1435,,Arapça,,,,,,,,,,,Münih Devlet Kütüphanesi,Nu. 422,,48.1476146646503,11.5803002393623,Almanya,Münih,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0072,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,843 (1435),1435,,Arapça,,,,,,,,,,,Konsular-Akademie,Nu. 256,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0073,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,844 (1435),1435,,Arapça,,,,,,,,,,,British Museum,Nu. 569,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0074,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,845 (1435),1435,,Arapça,,,,,,,,,,,Leeuwarden,"(Cat. Leiden, Nu. 2787, 2)",,53.2036272995313,5.79024428465661,Hollanda,Leeuwarden,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0075,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,846 (1435),1435,,Arapça,,,,,,,,,,,Amsterdam,(Cat. Leiden. Nu. 2790),,52.3762283070659,4.90835703221171,Hollanda,Amsterdam,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0076,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,847 (1435),1435,,Arapça,,,,,,,,,,,Leiden Üniversitesi Kütüphanesi,Nu. 846,,52.1574103133869,4.481427,Hollanda,Leiden,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0077,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,848 (1435),1435,,Arapça,,,,,,,,,,,Cambridge Üniversite Kütüphanesi,Nu. 676/9,,52.2052468752737,0.1077233,İngiltere,Cambridge,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0078,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,849 (1435),1435,,Arapça,,,,,,,,,,,Paris Milli Kütüphanesi,Nu. 1900/5,,48.8339332273818,2.37579298412067,Fransa,Paris,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0079,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,850 (1435),1435,,Arapça,,,,,,,,,,,Es’ad Efendi,Nu. 2366,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0080,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1435,record,Ahmed Said Sözen,Acâ'ib el-makdûr fî nevâ’ib Tîmûr,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,839,851 (1435),1435,,Arapça,,,,,,,,,,,Kahire AK,V. 85,,30.06721968343,31.2271369904274,Mısır,Kahire,,Timur devri olayları.,Timur'un hayatı ve savaşları hakkında bilgiler.,,
babinger_0081,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),,record,Ahmed Said Sözen,Ukûd el-nasîha,23-24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,,,,,,,,,,,,,,,,,,,,,,,,,"İbn Arabşâh, Osmanlı'daki ikameti sırasında temas kurduğu zamanın meşhur alimlerini tasvir etmektedir. Bir nevi otobiyografik eserdir.",Kayıp durumdadır. 16. yüzyılda İstanbul'da istinsah edildiği bilinen eserin kopyasının İstanbul'da olmasının muhtemel olduğu Babinger tarafından not düşülmüştür. Ayrıca bulunmasının Osmanlı tarihi açısından çok faydalı olacağı eklenmiştir.,
babinger_0082,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),,record,Ahmed Said Sözen,,24,,Ahmed b. Muhammed b. Abdullâh (İbn Arabşâh),1450,,,,,,,,,,,,,,,,,British Museum,Suppl. Ar. Nu. 559/60,,51.5195338599772,-0.126938820491652,İngiltere,Londra,,841-843 (1437-1439),Mısır Sultanı Cakmak'ın hayatı ve saltanatının ilk yıllarına ait ayrıntılı bir tarih eseridir.,,
babinger_0083,Uruc b. Âdil,,record,Ahmed Said Sözen,Tevârîh-i Âl-i Osmân,25-26,,Uruc b. Âdil,1503,,,,,,,,,,,,,,,,,Oxford Bodleian Library,Rawl. or. 5,,51.7543718691353,-1.25404200002206,İngiltere,Oxford,,872 (1467)'e kadar geçen olaylar,"Osmanlı kuruluşundan Fatih Sultan Mehmed'e kadar Osmanlı tarihidir. Edirne'de oturan müellif, olayları daha yakından gördüğü için II. Mehmed'in devrine ait tasvirleri daha ayrıntılıdır.","Oxford'a keşfedilen eserin biricik asıl yazmasıdır. Sonu tamam değildir, Fatih Sultan Mehmed'in Karaman seferine kadar yazılmıştır.",
babinger_0084,Uruc b. Âdil,,record,Ahmed Said Sözen,Tevârîh-i Âl-i Osmân,25-26,,Uruc b. Âdil,1503,,,,,,,,,,,,,,,,,Cambridge Üniversite Kütüphanesi,Dd. 11. 15,,52.2052468752737,0.1077233,İngiltere,Cambridge,,Osmanlı'nın kuruluşundan Fatih Sultan Mehmed'e kadar,"Osmanlı kuruluşundan Fatih Sultan Mehmed'e kadar Osmanlı tarihidir. Edirne'de oturan müellif, olayları daha yakından gördüğü için II. Mehmed'in devrine ait tasvirleri daha ayrıntılıdır.",,
babinger_0085,Uruc b. Âdil,1732,record,Ahmed Said Sözen,Tevârîh-i Âl-i Osmân,25-26,,Uruc b. Âdil,1503,,1144,1144 (1732),1732,,,,,,,,,,,,,Paris Milli Kütüphanesi,suppl. turc. 859,,48.8339332273818,2.37579298412067,Fransa,Paris,,Osmanlı'nın kuruluşu-847'e kadar,"Osmanlı kuruluşundan Fatih Sultan Mehmed'e kadar Osmanlı tarihidir. Edirne'de oturan müellif, olayları daha yakından gördüğü için II. Mehmed'in devrine ait tasvirleri daha ayrıntılıdır.",Bu yazma eser II. Murad'ın tahttan feragatine kadar gelmiştir.,
babinger_0086,Uruc b. Âdil,,record,Ahmed Said Sözen,Tevârîh-i Âl-i Osmân,25-26,,Uruc b. Âdil,1503,,,,,,,,,,,,,,,,,Münih Devlet Kütüphanesi,cod. Turc. 83,,48.1476146646503,11.5803002393623,Almanya,Münih,,Osmanlı'nın kuruluşundan Fatih Sultan Mehmed'e kadar,"Osmanlı kuruluşundan Fatih Sultan Mehmed'e kadar Osmanlı tarihidir. Edirne'de oturan müellif, olayları daha yakından gördüğü için II. Mehmed'in devrine ait tasvirleri daha ayrıntılıdır.",,
babinger_0087,Karamânî Mehmed Paşa,,record,Ahmed Said Sözen,Risâle,27-28,Fatih Sultan Mehmed,Karamânî Mehmed Paşa,1481,,,,,,,,,,,,,,,,,Ayasofya,Nu. 3204,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Osman Gazi'den II.Mehmed'in cülusuna kadar (1451),Osmanlı tarihi,,
babinger_0088,Karamânî Mehmed Paşa,,record,Ahmed Said Sözen,Risâle,27-28,Fatih Sultan Mehmed,Karamânî Mehmed Paşa,1481,,,,,,,,,,,,,,,,,Aşir Efendi,Nu. 234 (1. Kısım),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,1451-1480,II.Mehmed'in cülusundan başlayarak hünkârın ve kendisinin ölümünden biraz önceki zamana kadar Osmanlı tarihini anlatmaktadır.,,
babinger_0089,Tursun Bey,1496-1500,record,Ahmed Said Sözen,Târîh-i Ebü’l-Feth Sultan Mehmed Hân,29,,Tursun Bey,1491,,903-905,"903-905
 (1496-1500)",1496-1500,,,,,,,,,,,,,Viyana Milli Kütüphanesi,Nu. 984,,48.2063824539942,16.3669274865075,Avusturya,Viyana,,Fatih'in saltanatından-893 (1487) tarihine kadar,Fatih Sultan Mehmed'in saltanatı zamanıyla II. Bayezid'in saltanatının ilk 6 yılına kadar olan süreci anlatır.,,
babinger_0090,Tursun Bey,1496-1500,record,Ahmed Said Sözen,Târîh-i Ebü’l-Feth Sultan Mehmed Hân,29,,Tursun Bey,1491,,903-905,"903-905
 (1496-1500)",1496-1500,,,,,,,,,,,,,Ayasofya,Nu. 3032,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,Fatih'in saltanatından-893 (1487) tarihine kadar,Fatih Sultan Mehmed'in saltanatı zamanıyla II. Bayezid'in saltanatının ilk 6 yılına kadar olan süreci anlatır.,,
babinger_0091,Tursun Bey,1496-1500,record,Ahmed Said Sözen,Târîh-i Ebü’l-Feth Sultan Mehmed Hân,29,,Tursun Bey,1491,,903-905,"903-905
 (1496-1500)",1496-1500,,,,,,,,,,,,,Topkapı Sarayı,"Erivan Köşkü, Nu. 383",Topkapı Sarayı,41.0116490030607,28.9834110829694,Türkiye,İstanbul,,Fatih'in saltanatından-893 (1487) tarihine kadar,Fatih Sultan Mehmed'in saltanatı zamanıyla II. Bayezid'in saltanatının ilk 6 yılına kadar olan süreci anlatır.,,
babinger_0092,Tursun Bey,1496-1500,record,Ahmed Said Sözen,Târîh-i Ebü’l-Feth Sultan Mehmed Hân,29,,Tursun Bey,1491,,903-905,"903-905
 (1496-1500)",1496-1500,,,,,,,,,,,,,Topkapı Sarayı,"Erivan Köşkü, Nu. 387",Topkapı Sarayı,41.0116490030607,28.9834110829694,Türkiye,İstanbul,,Fatih'in saltanatından-893 (1487) tarihine kadar,Fatih Sultan Mehmed'in saltanatı zamanıyla II. Bayezid'in saltanatının ilk 6 yılına kadar olan süreci anlatır.,,
babinger_0093,Şehdî,,record,Ahmed Said Sözen,Şâhnâme,30,Fatih Sultan Mehmed,Şehdî,,,,,,,,Şahname,Manzum,,,,,,,,,,,,,,,,,,,Fatih Sultan Mehmed'in emriyle yazmaya başlanmıştır. 10.000 beyit olması tasarlansa da 4.000 beyit yazılabilmiştir.,
babinger_0094,Anonim,,record,Ahmed Said Sözen,Târîh-i Konstantîniyye ve Târîh-i Âyâ Sofyâ,31-33,,Anonim,,,,,,,Yunanca,,,,Çeviri,,Ahmed b. Cîlânî,,Farsça,,,Ayasofya,Nu. 3025 (Farsça),Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,İstanbul'un inşası. Konstantiniyye ve Ayasofya'nın tarihi.,,
babinger_0095,Anonim,,record,Ahmed Said Sözen,Târîh-i Konstantîniyye ve Târîh-i Âyâ Sofyâ,31-33,,Anonim,,,,,,,Farsça,,,,Çeviri,,Ni‘metullah b. Ahmed,,Osmanlı Türkçesi,,,Münih Devlet Kütüphanesi,Nu. 92 (Türkçe),,48.1476146646503,11.5803002393623,Almanya,Münih,,,İstanbul'un inşası. Konstantiniyye ve Ayasofya'nın tarihi.,,
babinger_0096,İlyâs (Alî el-Arabî İlyas ?),,record,Ahmed Said Sözen,Tevârîh-i Konstantîniyye ve Âyâ Sofyâ ve Ba‘zı Hikâyât,33,,İlyâs (Alî el-Arabî İlyas ?),,,,,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 232 (İlyas Metni),,52.5077560047923,13.3708612239915,Almanya,Berlin,,,İstanbul'un inşası. Konstantiniyye ve Ayasofya'nın tarihi.,,
babinger_0097,İlyâs (Alî el-Arabî İlyas ?),,record,Ahmed Said Sözen,Tevârîh-i Konstantîniyye ve Âyâ Sofyâ ve Ba‘zı Hikâyât,33,,İlyâs (Alî el-Arabî İlyas ?),,,,,,,,,,,,,,,,,,Viyana,"Nu. 1661, 5",,48.2063824539942,16.3669274865075,Avusturya,Viyana,,,İstanbul'un inşası. Konstantiniyye ve Ayasofya'nın tarihi.,,
babinger_0098,İlyâs (Alî el-Arabî İlyas ?),,record,Ahmed Said Sözen,Tevârîh-i Konstantîniyye ve Âyâ Sofyâ ve Ba‘zı Hikâyât,33,,İlyâs (Alî el-Arabî İlyas ?),,,,,,,,,,,,,,,,,,Ayasofya,Nu. 3024,Süleymaniye,41.0161522086512,28.9639603676263,Türkiye,İstanbul,,,İstanbul'un inşası. Konstantiniyye ve Ayasofya'nın tarihi.,,
babinger_0099,Beyâtî Şeyh Mahmûd,,record,Ahmed Said Sözen,Câm-ı Cem-âyîn,34,,Beyâtî Şeyh Mahmûd,1490,,,,,,,Silsilename,,,,,,,,,,Alî Emîrî Efendi Kütüphanesi,,Millet,41.0170748506218,28.9499245018509,Türkiye,İstanbul,,,Oğuzname'nin verdiği bilgilere dayanarak Osmanoğulları'na ait bir silsilenamedir. Oğuznâme'nin önemli bölümleri de bulunmaktadır.,,
babinger_0100,Beyâtî Şeyh Mahmûd,,record,Ahmed Said Sözen,Câm-ı Cem-âyîn,34,,Beyâtî Şeyh Mahmûd,1490,,,,,,,Silsilename,,,,,,,,,,Berlin Devlet Kütüphanesi,Staatsbibl. Or. 8 1943.,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Oğuzname'nin verdiği bilgilere dayanarak Osmanoğulları'na ait bir silsilenamedir. Oğuznâme'nin önemli bölümleri de bulunmaktadır.,,
babinger_0101,Sa’dullah b. Müsta’fi (Cem Sadîsî),,record,Ahmed Said Sözen,Cem Dîvânı,35,,Sa’dullah b. Müsta’fi (Cem Sadîsî),1495,,,,,,,Sakiname,Manzum,,,,,,,,,,,,,,,,,,Şehzade Cem'in hayatı.,,
babinger_0102,İlyas b. Hızır (Uzun Firdevsî),,record,Ahmed Said Sözen,Süleymannâme,36,II. Bayezid,İlyas b. Hızır (Uzun Firdevsî),1509,,,,,,,,,,,,,,,,,Berlin Devlet Kütüphanesi,Nu. 470,,52.5077560047923,13.3708612239915,Almanya,Berlin,,,Sultan Süleyman.,"Eserin aslı, zamanının bütün bilgilerini içinde toplayan 366 cüz 499 meclisten oluşmaktadır. II. Bayezid kendisine sunulan bütün eserden 80 cüzü beğenip diğerlerinin yok etmesini emretmiştir.",
babinger_0103,İlyas b. Hızır (Uzun Firdevsî),,record,Ahmed Said Sözen,Süleymannâme,36,II. Bayezid,İlyas b. Hızır (Uzun Firdevsî),1509,,,,,,,,,,,,,,,,,Gotha Kütüphanesi,"Nu. 11, 1",,50.9478847109003,10.7093788460301,Almanya,Gotha,,,Sultan Süleyman.,"Eserin aslı, zamanının bütün bilgilerini içinde toplayan 366 cüz 499 meclisten oluşmaktadır. II. Bayezid kendisine sunulan bütün eserden 80 cüzü beğenip diğerlerinin yok etmesini emretmiştir.",
babinger_0104,İlyas b. Hızır (Uzun Firdevsî),,record,Ahmed Said Sözen,Süleymannâme,36,II. Bayezid,İlyas b. Hızır (Uzun Firdevsî),1509,,,,,,,,,,,,,,,,,Gotha Kütüphanesi,Nu. 208,,50.9478847109003,10.7093788460301,Almanya,Gotha,,,Sultan Süleyman.,"Eserin aslı, zamanının bütün bilgilerini içinde toplayan 366 cüz 499 meclisten oluşmaktadır. II. Bayezid kendisine sunulan bütün eserden 80 cüzü beğenip diğerlerinin yok etmesini emretmiştir.",
babinger_0105,İlyas b. Hızır (Uzun Firdevsî),,record,Ahmed Said Sözen,Süleymannâme,36,II. Bayezid,İlyas b. Hızır (Uzun Firdevsî),1509,,,,,,,,,,,,,,,,,Gotha Kütüphanesi,Nu. 242 (?),,50.9478847109003,10.7093788460301,Almanya,Gotha,,,Sultan Süleyman.,"Eserin aslı, zamanının bütün bilgilerini içinde toplayan 366 cüz 499 meclisten oluşmaktadır. II. Bayezid kendisine sunulan bütün eserden 80 cüzü beğenip diğerlerinin yok etmesini emretmiştir.",
